14.5,49.502,606
14.500025132079767,49.50199984208841,606
14.500050260190887,49.50199936837857,606
14.50007538036534,49.50199857894528,606
14.50010048863636,49.501997473913214,606
14.50012558103906,49.50199605345686,606
14.500150653611056,49.50199431780052,606
14.5001757023931,49.501992267218284,606
14.500200723429703,49.50198990203396,606
14.500225712769748,49.50198722262104,606
14.500250666467128,49.50198422940263,606
14.50027558058137,49.501980922851395,606
14.50030045117824,49.501977303489475,608
14.50032527433039,49.50197337188842,608
14.500350046117951,49.50196912866906,608
14.500374762629171,49.50196457450146,608
14.50039941996103,49.50195971010477,608
14.500424014219844,49.50195453624713,608
14.500448541521898,49.50194905374558,608
14.500472997994047,49.501943263465826,608
14.50049737977433,49.50193716632226,608
14.500521683012579,49.50193076327766,608
14.500545903871034,49.501924055343174,608
14.50057003852494,49.50191704357803,610
14.500594083163154,49.50190972908949,610
14.50061803398875,49.50190211303259,610
14.500641887219615,49.50189419660999,610
14.500665639089046,49.50188598107179,610
14.500689285846349,49.50187746771531,610
14.500712823757427,49.50186865788491,610
14.500736249105369,49.50185955297178,610
14.500759558191044,49.50185015441367,610
14.500782747333675,49.501840463694734,610
14.500805812871427,49.50183048234524,610
14.500828751161986,49.50182021194137,610
14.50085155858313,49.50180965410493,613
14.500874231533302,49.50179881050313,613
14.50089676643218,49.5017876828483,613
14.500919159721242,49.50177627289763,613
14.50094140786433,49.50176458245287,613
14.500963507348203,49.50175261336009,613
14.500985454683097,49.50174036750934,613
14.50100724640327,49.501727846834385,613
14.501028879067563,49.50171505331239,613
14.501050349259923,49.50170198896359,613
14.501071653589959,49.501688655851005,613
14.501092788693468,49.50167505608008,613
14.501113751232976,49.50166119179839,617
14.501134537898254,49.50164706519526,617
14.501155145406845,49.50163267850144,617
14.501175570504586,49.50161803398875,617
14.501195809966115,49.501603133969745,617
14.501215860595389,49.5015879807973,617
14.50123571922618,49.50157257686428,617
14.501255382722581,49.501556924603136,617
14.501274847979497,49.501541026485555,617
14.501294111923139,49.50152488502202,617
14.501313171511505,49.501508502761475,617
14.501332023734868,49.50149188229085,617
14.501350665616242,49.501475026234715,617
14.501369094211856,49.50145793725484,617
14.501387306611626,49.50144061804978,617
14.501405299939597,49.50142307135442,619
14.501423071354418,49.5014052999396,619
14.501440618049775,49.501387306611626,618
14.501457937254843,49.50136909421186,618
14.501475026234717,49.50135066561624,618
14.501491882290848,49.50133202373487,618
14.501508502761473,49.501313171511505,618
14.501524885022024,49.50129411192314,618
14.501541026485551,49.501274847979495,618
14.501556924603134,49.50125538272258,618
14.501572576864273,49.50123571922618,618
14.501587980797296,49.50121586059539,618
14.501603133969741,49.50119580996611,618
14.50161803398875,49.501175570504586,618
14.501632678501434,49.50115514540684,618
14.501647065195257,49.50113453789825,618
14.50166119179839,49.50111375123298,618
14.501675056080085,49.50109278869347,617
14.501688655851003,49.50107165358996,617
14.501701988963589,49.50105034925992,617
14.501715053312388,49.50102887906756,617
14.501727846834386,49.50100724640327,617
14.501740367509338,49.5009854546831,617
14.501752613360088,49.5009635073482,617
14.50176458245287,49.50094140786433,617
14.501776272897628,49.50091915972124,617
14.501787682848303,49.50089676643218,617
14.501798810503132,49.5008742315333,617
14.501809654104932,49.50085155858313,617
14.50182021194137,49.50082875116199,616
14.501830482345241,49.50080581287143,616
14.501840463694732,49.50078274733367,616
14.501850154413669,49.50075955819104,616
14.501859552971776,49.50073624910537,616
14.501868657884913,49.500712823757425,616
14.501877467715309,49.50068928584635,616
14.501885981071785,49.50066563908904,616
14.501894196609989,49.500641887219615,616
14.50190211303259,49.50061803398875,616
14.501909729089494,49.50059408316315,616
14.501917043578034,49.50057003852494,616
14.501924055343173,49.500545903871036,617
